iteration,rank,fitness,timestamp,local_best_idx,global_best_fitness,improvement
0,0,7.184746036740040,0.1064791679,64,4888.795921704185275,4881.611175667445423
1,0,7.184746036740040,0.2089092731,64,7.184746036740040,0.000000000000000
2,0,7.184746036740040,0.3170201778,64,7.184746036740040,0.000000000000000
3,0,7.184746036740040,0.4292635918,64,7.184746036740040,0.000000000000000
4,0,7.184746036740040,0.5384459496,64,7.184746036740040,0.000000000000000
5,0,7.184746036740040,0.6472408772,64,7.184746036740040,0.000000000000000
6,0,7.184746036740040,0.7560839653,64,7.184746036740040,0.000000000000000
7,0,7.184746036740040,0.8681828976,64,7.184746036740040,0.000000000000000
8,0,7.184746036740040,0.9807939529,64,7.184746036740040,0.000000000000000
9,0,7.184746036740040,1.0949969292,64,7.184746036740040,0.000000000000000
10,0,7.184746036740040,1.2062146664,64,7.184746036740040,0.000000000000000
11,0,7.184746036740040,1.3156650066,64,7.184746036740040,0.000000000000000
12,0,7.184746036740040,1.4308400154,64,7.184746036740040,0.000000000000000
13,0,7.184746036740040,1.5465707779,64,7.184746036740040,0.000000000000000
14,0,7.184746036740040,1.6668000221,64,7.184746036740040,0.000000000000000
15,0,7.184746036740040,1.7904732227,64,7.184746036740040,0.000000000000000
16,0,7.184746036740040,1.9074456692,64,7.184746036740040,0.000000000000000
17,0,7.184746036740040,2.0226447582,64,7.184746036740040,0.000000000000000
18,0,7.184746036740040,2.1428740025,64,7.184746036740040,0.000000000000000
19,0,7.184746036740040,2.2625434399,64,7.184746036740040,0.000000000000000
20,0,7.184746036740040,2.3822193146,64,7.184746036740040,0.000000000000000
21,0,7.184746036740040,2.5002620220,64,7.184746036740040,0.000000000000000
22,0,7.184746036740040,2.6202542782,64,7.184746036740040,0.000000000000000
23,0,7.184746036740040,2.7396481037,64,7.184746036740040,0.000000000000000
24,0,7.184746036740040,2.8572723866,64,7.184746036740040,0.000000000000000
25,0,7.184746036740040,2.9750394821,64,7.184746036740040,0.000000000000000
26,0,7.184746036740040,3.0948586464,64,7.184746036740040,0.000000000000000
27,0,7.184746036740040,3.2145824432,64,7.184746036740040,0.000000000000000
28,0,7.184746036740040,3.3394830227,64,7.184746036740040,0.000000000000000
29,0,7.184746036740040,3.4623923302,64,7.184746036740040,0.000000000000000
30,0,7.184746036740040,3.5806868076,64,7.184746036740040,0.000000000000000
31,0,7.184746036740040,3.7000143528,64,7.184746036740040,0.000000000000000
32,0,7.184746036740040,3.8229680061,64,7.184746036740040,0.000000000000000
33,0,7.184746036740040,3.9436817169,64,7.184746036740040,0.000000000000000
34,0,7.184746036740040,4.0594327450,64,7.184746036740040,0.000000000000000
35,0,7.184746036740040,4.1825444698,64,7.184746036740040,0.000000000000000
36,0,7.184746036740040,4.3046669960,64,7.184746036740040,0.000000000000000
37,0,7.184746036740040,4.4238317013,64,7.184746036740040,0.000000000000000
38,0,7.184746036740040,4.5414531231,64,7.184746036740040,0.000000000000000
39,0,7.184746036740040,4.6623561382,64,7.184746036740040,0.000000000000000
40,0,7.184746036740040,4.7834520340,64,7.184746036740040,0.000000000000000
41,0,7.184746036740040,4.9012706280,64,7.184746036740040,0.000000000000000
42,0,7.184746036740040,5.0211920738,64,7.184746036740040,0.000000000000000
43,0,7.184746036740040,5.1400432587,64,7.184746036740040,0.000000000000000
44,0,7.184746036740040,5.2630066872,64,7.184746036740040,0.000000000000000
45,0,7.184746036740040,5.3841550350,64,7.184746036740040,0.000000000000000
46,0,7.184746036740040,5.5065963268,64,7.184746036740040,0.000000000000000
47,0,7.184746036740040,5.6254215240,64,7.184746036740040,0.000000000000000
48,0,7.184746036740040,5.7468492985,64,7.184746036740040,0.000000000000000
49,0,7.184746036740040,5.8689515591,64,7.184746036740040,0.000000000000000
50,0,7.184746036740040,5.9907774925,64,7.184746036740040,0.000000000000000
51,0,7.184746036740040,6.1097209454,64,7.184746036740040,0.000000000000000
52,0,7.184746036740040,6.2313535213,64,7.184746036740040,0.000000000000000
53,0,7.184746036740040,6.3539347649,64,7.184746036740040,0.000000000000000
54,0,7.184746036740040,6.4743571281,64,7.184746036740040,0.000000000000000
55,0,7.184746036740040,6.5958683491,64,7.184746036740040,0.000000000000000
56,0,7.184746036740040,6.7168095112,64,7.184746036740040,0.000000000000000
57,0,7.184746036740040,6.8411018848,64,7.184746036740040,0.000000000000000
58,0,7.184746036740040,6.9621942043,64,7.184746036740040,0.000000000000000
59,0,7.184746036740040,7.0829687119,64,7.184746036740040,0.000000000000000
60,0,7.184746036740040,7.2063400745,64,7.184746036740040,0.000000000000000
61,0,7.184746036740040,7.3250825405,64,7.184746036740040,0.000000000000000
62,0,7.184746036740040,7.4472811222,64,7.184746036740040,0.000000000000000
63,0,7.184746036740040,7.5697681904,64,7.184746036740040,0.000000000000000
64,0,7.184746036740040,7.6893262863,64,7.184746036740040,0.000000000000000
65,0,7.184746036740040,7.8142030239,64,7.184746036740040,0.000000000000000
66,0,7.184746036740040,7.9367654324,64,7.184746036740040,0.000000000000000
67,0,7.184746036740040,8.0590076447,64,7.184746036740040,0.000000000000000
68,0,7.184746036740040,8.1804509163,64,7.184746036740040,0.000000000000000
69,0,7.184746036740040,8.3026518822,64,7.184746036740040,0.000000000000000
70,0,7.184746036740040,8.4214041233,64,7.184746036740040,0.000000000000000
71,0,7.184746036740040,8.5453648567,64,7.184746036740040,0.000000000000000
72,0,7.184746036740040,8.6712317467,64,7.184746036740040,0.000000000000000
73,0,7.184746036740040,8.7925148010,64,7.184746036740040,0.000000000000000
74,0,7.184746036740040,8.9156146049,64,7.184746036740040,0.000000000000000
75,0,7.184746036740040,9.0384485722,64,7.184746036740040,0.000000000000000
76,0,7.184746036740040,9.1625161171,64,7.184746036740040,0.000000000000000
77,0,7.184746036740040,9.2868633270,64,7.184746036740040,0.000000000000000
78,0,7.184746036740040,9.4098248482,64,7.184746036740040,0.000000000000000
79,0,7.184746036740040,9.5310802460,64,7.184746036740040,0.000000000000000
80,0,7.184746036740040,9.6533346176,64,7.184746036740040,0.000000000000000
81,0,7.184746036740040,9.7751471996,64,7.184746036740040,0.000000000000000
82,0,7.184746036740040,9.8956871033,64,7.184746036740040,0.000000000000000
83,0,7.184746036740040,10.0190994740,64,7.184746036740040,0.000000000000000
84,0,7.184746036740040,10.1427884102,64,7.184746036740040,0.000000000000000
85,0,7.184746036740040,10.2660603523,64,7.184746036740040,0.000000000000000
86,0,7.184746036740040,10.3879182339,64,7.184746036740040,0.000000000000000
87,0,7.184746036740040,10.5100955963,64,7.184746036740040,0.000000000000000
88,0,7.184746036740040,10.6321399212,64,7.184746036740040,0.000000000000000
89,0,7.184746036740040,10.7549850941,64,7.184746036740040,0.000000000000000
90,0,7.184746036740040,10.8751823902,64,7.184746036740040,0.000000000000000
91,0,7.184746036740040,10.9978208542,64,7.184746036740040,0.000000000000000
92,0,7.184746036740040,11.1200923920,64,7.184746036740040,0.000000000000000
93,0,7.184746036740040,11.2449233532,64,7.184746036740040,0.000000000000000
94,0,7.184746036740040,11.3688530922,64,7.184746036740040,0.000000000000000
95,0,7.184746036740040,11.4925472736,64,7.184746036740040,0.000000000000000
96,0,7.184746036740040,11.6150701046,64,7.184746036740040,0.000000000000000
97,0,7.184746036740040,11.7400717735,64,7.184746036740040,0.000000000000000
98,0,7.184746036740040,11.8654038906,64,7.184746036740040,0.000000000000000
99,0,7.184746036740040,11.9858279228,64,7.184746036740040,0.000000000000000
